 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.78346000E+01  0.44882295E+05  0.44882295E+05  0.73923297E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78774000E+01  0.44747692E+05  0.44747692E+05  0.73224260E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79203000E+01  0.44610117E+05  0.44610117E+05  0.72441069E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79631000E+01  0.44397302E+05  0.44397302E+05  0.71486152E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80059000E+01  0.44184256E+05  0.44184256E+05  0.70161829E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80487000E+01  0.43897516E+05  0.43897516E+05  0.68385738E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80915000E+01  0.43576760E+05  0.43576760E+05  0.66104018E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81343000E+01  0.43042067E+05  0.43042067E+05  0.63257589E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81771000E+01  0.41915303E+05  0.41915303E+05  0.59911766E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82199000E+01  0.40164576E+05  0.40164576E+05  0.56408962E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82628000E+01  0.38224734E+05  0.38224734E+05  0.53179738E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83056000E+01  0.36556557E+05  0.36556557E+05  0.50344785E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83484000E+01  0.35171694E+05  0.35171694E+05  0.47876141E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83912000E+01  0.34079265E+05  0.34079265E+05  0.45738463E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84340000E+01  0.33170937E+05  0.33170937E+05  0.43820143E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84768000E+01  0.32372461E+05  0.32372461E+05  0.42117319E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85196000E+01  0.31685405E+05  0.31685405E+05  0.40966771E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85624000E+01  0.31031564E+05  0.31031564E+05  0.40960747E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86053000E+01  0.30559433E+05  0.30559433E+05  0.42788407E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86481000E+01  0.30273431E+05  0.30273431E+05  0.46989233E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86909000E+01  0.30212883E+05  0.30212883E+05  0.53831223E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87337000E+01  0.30415675E+05  0.30415675E+05  0.63252385E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87765000E+01  0.30886610E+05  0.30886610E+05  0.74714881E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88193000E+01  0.31555520E+05  0.31555520E+05  0.86826706E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88621000E+01  0.32200683E+05  0.32200683E+05  0.98164326E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89049000E+01  0.32556016E+05  0.32556016E+05  0.10746362E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89478000E+01  0.32344619E+05  0.32344619E+05  0.11330369E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89906000E+01  0.31930550E+05  0.31930550E+05  0.11586440E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90334000E+01  0.31583652E+05  0.31583652E+05  0.11653125E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90762000E+01  0.31269847E+05  0.31269847E+05  0.11628629E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91190000E+01  0.31068492E+05  0.31068492E+05  0.11548895E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
