 #Energy       XX              YY             ZZ              XY              YZ              XZ       
 13.6194  3.51353540E-01  3.51353540E-01  3.51353540E-01             NaN             NaN             NaN
 13.6836  3.48811371E-01  3.48811371E-01  3.48811371E-01             NaN             NaN             NaN
 13.7478  3.54519869E-01  3.54519869E-01  3.54519869E-01             NaN             NaN             NaN
 13.8121  3.67658640E-01  3.67658640E-01  3.67658640E-01             NaN             NaN             NaN
 13.8763  3.81999260E-01  3.81999260E-01  3.81999260E-01             NaN             NaN             NaN
 13.9406  3.90755731E-01  3.90755731E-01  3.90755731E-01             NaN             NaN             NaN
 14.0048  3.94150071E-01  3.94150071E-01  3.94150071E-01             NaN             NaN             NaN
 14.0691  3.97668273E-01  3.97668273E-01  3.97668273E-01             NaN             NaN             NaN
 14.1333  4.04556372E-01  4.04556372E-01  4.04556372E-01             NaN             NaN             NaN
 14.1975  4.13288175E-01  4.13288175E-01  4.13288175E-01             NaN             NaN             NaN
 14.2618  4.21741696E-01  4.21741696E-01  4.21741696E-01             NaN             NaN             NaN
 14.3260  4.32682221E-01  4.32682221E-01  4.32682221E-01             NaN             NaN             NaN
 14.3903  4.53982762E-01  4.53982762E-01  4.53982762E-01             NaN             NaN             NaN
 14.4545  4.93690066E-01  4.93690066E-01  4.93690066E-01             NaN             NaN             NaN
 14.5188  5.50850949E-01  5.50850949E-01  5.50850949E-01             NaN             NaN             NaN
 14.5830  6.03065405E-01  6.03065405E-01  6.03065405E-01             NaN             NaN             NaN
 14.6472  6.19225519E-01  6.19225519E-01  6.19225519E-01             NaN             NaN             NaN
 14.7115  5.99254725E-01  5.99254725E-01  5.99254725E-01             NaN             NaN             NaN
 14.7757  5.67060023E-01  5.67060023E-01  5.67060023E-01             NaN             NaN             NaN
 14.8400  5.38873521E-01  5.38873521E-01  5.38873521E-01             NaN             NaN             NaN
 14.9042  5.19369142E-01  5.19369142E-01  5.19369142E-01             NaN             NaN             NaN
 14.9684  5.09249628E-01  5.09249628E-01  5.09249628E-01             NaN             NaN             NaN
 15.0327  5.09610500E-01  5.09610500E-01  5.09610500E-01             NaN             NaN             NaN
 15.0969  5.22658938E-01  5.22658938E-01  5.22658938E-01             NaN             NaN             NaN
 15.1612  5.50226021E-01  5.50226021E-01  5.50226021E-01             NaN             NaN             NaN
 15.2254  5.90849573E-01  5.90849573E-01  5.90849573E-01             NaN             NaN             NaN
 15.2897  6.35613629E-01  6.35613629E-01  6.35613629E-01             NaN             NaN             NaN
 15.3539  6.69258160E-01  6.69258160E-01  6.69258160E-01             NaN             NaN             NaN
 15.4181  6.80732306E-01  6.80732306E-01  6.80732306E-01             NaN             NaN             NaN
 15.4824  6.70828500E-01  6.70828500E-01  6.70828500E-01             NaN             NaN             NaN
 15.5466  6.44937746E-01  6.44937746E-01  6.44937746E-01             NaN             NaN             NaN
 15.6109  6.08423609E-01  6.08423609E-01  6.08423609E-01             NaN             NaN             NaN
 15.6751  5.68883079E-01  5.68883079E-01  5.68883079E-01             NaN             NaN             NaN
 15.7394  5.35821186E-01  5.35821186E-01  5.35821186E-01             NaN             NaN             NaN
 15.8036  5.16045429E-01  5.16045429E-01  5.16045429E-01             NaN             NaN             NaN
 15.8678  5.11054444E-01  5.11054444E-01  5.11054444E-01             NaN             NaN             NaN
 15.9321  5.17284990E-01  5.17284990E-01  5.17284990E-01             NaN             NaN             NaN
 15.9963  5.26305893E-01  5.26305893E-01  5.26305893E-01             NaN             NaN             NaN
 16.0606  5.29761480E-01  5.29761480E-01  5.29761480E-01             NaN             NaN             NaN
 16.1248  5.26752739E-01  5.26752739E-01  5.26752739E-01             NaN             NaN             NaN
 16.1891  5.20880261E-01  5.20880261E-01  5.20880261E-01             NaN             NaN             NaN
 16.2533  5.11230563E-01  5.11230563E-01  5.11230563E-01             NaN             NaN             NaN
 16.3175  4.92194484E-01  4.92194484E-01  4.92194484E-01             NaN             NaN             NaN
